"","start_time","haul","stationid","stratum","start_latitude","start_longitude","end_latitude","end_longitude","gear_depth","bottom_depth","surface_temperature","gear_temperature"
"483",2021-06-07 10:23:32,60,"108-73",12,55.34333,-161.06603,55.33052,-161.05116,31,37,7.3,6.1
"484",2021-06-07 13:16:45,61,"114-77",12,55.52802,-160.60514,55.51424,-160.602,87,92,7.3,4.9
"485",2021-06-07 17:21:15,62,"121-80",12,55.64954,-159.98111,55.63567,-159.98919,53,59,8,5.6
"486",2021-06-08 07:07:49,63,"134-77",12,55.52026,-158.95334,55.50684,-158.94716,83,89,7.8,4.6
"487",2021-06-08 10:03:23,64,"131-71",112,55.27176,-159.17684,55.28341,-159.16624,180,186,7.7,5
"488",2021-06-08 13:44:03,65,"136-64",13,54.97267,-158.77894,54.98274,-158.79633,78,84,7.3,4.6
"489",2021-06-08 16:15:05,66,"134-62",13,54.88771,-158.98056,54.89506,-158.96094,67,74,7.7,4.5
"490",2021-06-09 07:07:13,67,"134-57",13,54.68039,-158.93861,54.68041,-158.91595,95,102,NA,NA
"491",2021-06-09 08:59:33,68,"133-59",13,54.74378,-158.98875,54.72922,-158.98651,75,82,7.3,4.6
"492",2021-06-09 10:25:32,69,"135-59",13,54.7499,-158.82833,54.7627,-158.82092,82,88,7.4,4.4
"493",2021-06-09 12:47:18,70,"133-62",13,54.87574,-159.03745,54.88354,-159.01777,73,78,7.4,4.6
"494",2021-06-09 15:42:52,71,"135-60",13,54.7724,-158.84533,54.78585,-158.84096,83,89,7.7,4.4
"495",2021-06-09 18:37:21,72,"139-62",120,54.89411,-158.49226,54.89294,-158.51538,167,172,7.5,4.9
"496",2021-06-10 07:10:18,73,"140-61",120,54.84031,-158.41205,54.85226,-158.40409,189,194,7.5,4.9
"497",2021-06-10 09:16:29,74,"142-58",221,54.7194,-158.29446,54.72938,-158.28264,216,221,8,4.5
"498",2021-06-10 12:13:05,75,"147-62",122,54.87302,-157.89179,54.86098,-157.89913,125,130,NA,NA
"499",2021-06-10 14:12:46,76,"149-61",221,54.84001,-157.71979,54.84406,-157.69871,232,237,7.4,4.7
"500",2021-06-10 17:52:39,77,"146-60",122,54.80694,-157.9415,54.79477,-157.95166,133,138,8.2,5.2
"501",2021-06-11 07:14:33,78,"139-82",120,55.71831,-158.54643,55.71743,-158.52264,115,121,8.1,4.4
"502",2021-06-11 09:45:19,79,"141-76",120,55.47336,-158.35653,55.48617,-158.35863,137,142,8.2,4.8
"503",2021-06-11 12:38:28,80,"144-71",120,55.27666,-158.11001,55.27983,-158.10481,104,110,7.7,4.6
"504",2021-06-11 13:49:40,81,"144-71",120,55.28388,-158.12888,55.27569,-158.14216,108,113,7.4,4.7
"505",2021-06-11 16:23:04,82,"145-68",21,55.1401,-158.06073,55.15403,-158.06184,83,89,7.3,4.6
"506",2021-06-13 07:08:15,83,"144-97",120,56.38835,-158.12264,56.38888,-158.12353,160,166,6.2,6.3
"507",2021-06-13 07:39:40,84,"144-97",120,56.39489,-158.13436,56.40557,-158.14972,149,155,7.3,4.2
"508",2021-06-13 11:13:15,85,"151-95",120,56.28828,-157.51268,56.29776,-157.51233,132,138,7.2,4.3
"509",2021-06-13 14:59:27,86,"157-87",121,55.95474,-157.01679,55.96561,-157.00092,104,110,7,4.9
"510",2021-06-13 17:34:01,87,"162-88",121,55.99279,-156.58427,55.9796,-156.58718,189,195,8.5,5
"511",2021-06-14 07:15:52,88,"146-74",120,55.41344,-157.96459,55.40236,-157.97931,100,106,7,4.3
"512",2021-06-14 10:05:16,89,"151-76",21,55.46595,-157.53382,55.46215,-157.55726,88,94,8.2,4.6
"513",2021-06-14 12:46:17,90,"155-77",21,55.54293,-157.20334,55.53457,-157.21953,78,84,8.3,4.6
"514",2021-06-14 14:53:53,91,"157-79",21,55.60955,-157.05455,55.59616,-157.05829,79,85,8.1,4.6
"515",2021-06-15 07:10:17,92,"175-104",220,56.69648,-155.53791,56.70523,-155.52021,227,232,8.3,5.1
"516",2021-06-15 09:50:04,93,"180-109",121,56.92312,-155.11552,56.9347,-155.10417,161,167,8.8,5.2
"517",2021-06-15 13:05:54,94,"185-115",122,57.215,-154.6842,57.20111,-154.68496,57,62,8.7,7.3
"518",2021-06-15 16:32:33,95,"176-115",220,57.20298,-155.45133,57.20247,-155.42699,254,259,8.8,5.3
"519",2021-06-16 07:04:15,96,"167-110",121,56.96394,-156.22221,56.97753,-156.22054,167,173,7.8,5.1
"520",2021-06-16 09:21:12,97,"168-107",121,56.8161,-156.14595,56.82635,-156.13893,183,189,8.2,4.9
"521",2021-06-16 10:35:41,98,"167-106",121,56.80815,-156.19977,56.80484,-156.22372,187,193,8.4,5
"522",2021-06-16 14:46:15,99,"162-97",121,56.41753,-156.64517,56.40637,-156.64242,166,172,8.3,5.1
"523",2021-06-16 18:07:54,100,"170-98",220,56.44314,-155.95333,56.45498,-155.94303,224,230,8.3,4.9
"524",2021-06-16 19:33:38,101,"171-96",121,56.3709,-155.88176,56.35875,-155.88864,175,181,8.2,5.1
"525",2021-06-17 07:01:43,102,"153-68",122,55.12635,-157.33327,55.13978,-157.33319,98,104,7.7,4.7
"526",2021-06-17 09:26:06,103,"157-67",221,55.08286,-157.02905,55.07744,-157.05174,287,293,7.7,4.5
"527",2021-06-17 10:59:08,104,"158-69",122,55.16559,-156.99111,55.16709,-156.96813,143,149,7.4,5
"528",2021-06-17 13:58:00,105,"158-73",21,55.34519,-156.98623,55.33204,-156.98346,88,94,7.5,5
"529",2021-06-17 15:23:57,106,"158-71",21,55.28257,-156.93137,55.28296,-156.95572,91,97,7.4,4.9
"530",2021-06-17 18:17:17,107,"164-71",122,55.2825,-156.45903,55.27433,-156.47868,155,161,8.1,5.1
"531",2021-06-18 07:07:22,108,"163-83",220,55.80172,-156.49907,55.78815,-156.49974,248,254,8.5,4.9
"532",2021-06-18 10:46:32,109,"170-89",22,56.02468,-155.9502,56.0229,-155.92592,67,74,8.3,4.8
"533",2021-06-18 15:24:52,110,"182-93",22,56.20149,-155.01519,56.21028,-154.99559,27,33,7.8,7.7
"534",2021-06-18 18:50:17,111,"189-96",22,56.35367,-154.38852,56.33888,-154.39426,58,65,7.8,5.7
"535",2021-06-18 19:46:28,112,"190-96",22,56.33989,-154.31269,56.33735,-154.28833,86,92,7.3,5.2
"536",2021-06-19 07:05:13,113,"205-112",30,57.03853,-153.03328,57.05166,-153.02451,64,70,8,6.2
"537",2021-06-19 10:26:27,114,"209-116",30,57.22509,-152.76164,57.23144,-152.78284,126,132,7.7,5.7
"538",2021-06-19 13:58:26,115,"214-109",31,56.92219,-152.35721,56.93529,-152.3627,76,83,9.2,5.5
"539",2021-06-19 16:59:33,116,"218-108",31,56.9079,-152.02796,56.89732,-152.0285,81,87,9.6,5.5
"540",2021-06-20 06:58:23,117,"208-96",134,56.34641,-152.8351,56.33589,-152.82199,122,128,9.3,5.4
"541",2021-06-20 10:36:58,118,"212-99",231,56.46331,-152.52631,56.47651,-152.52636,283,289,9.3,4.6
"542",2021-06-20 15:20:52,119,"220-101",430,56.55277,-151.85366,56.56285,-151.84332,517,523,9.7,4
"543",2021-06-20 18:08:55,120,"219-103",134,56.6413,-151.9104,56.65255,-151.89695,102,108,9.6,5.7
"544",2021-06-21 07:06:04,121,"230-129",31,57.82793,-150.99617,57.82611,-150.99857,68,75,8.6,5.8
"545",2021-06-21 08:01:53,122,"229-128",31,57.79767,-151.07971,57.78401,-151.0784,66,72,8.6,6
"546",2021-06-21 10:31:52,123,"224-131",31,57.91022,-151.52474,57.92013,-151.50782,65,72,8.5,6.2
"547",2021-06-24 09:52:04,124,"217-131",130,57.94286,-152.10228,57.92968,-152.10196,147,153,8.2,5.5
"548",2021-06-24 12:50:58,125,"217-127",130,57.7242,-152.0481,57.73738,-152.04294,105,111,8.1,6.4
"549",2021-06-24 15:52:42,126,"214-125",30,57.66208,-152.36442,57.66931,-152.34481,94,100,8.3,5
"550",2021-06-24 18:51:13,127,"219-122",31,57.5249,-151.9219,57.53505,-151.93742,92,99,7.5,6
"551",2021-06-25 07:07:57,128,"196-102",31,56.63924,-153.82287,56.6384,-153.84722,66,74,8.4,7.5
"552",2021-06-25 11:13:28,129,"194-109",22,56.91698,-153.98694,56.90732,-154.00167,60,67,9.2,5.9
"553",2021-06-25 12:48:23,130,"194-109",22,56.91782,-153.98497,56.90786,-154.00085,62,68,9.2,5.5
"554",2021-06-25 15:34:20,131,"190-105",22,56.75178,-154.34905,56.74497,-154.32825,63,69,8.6,7.1
"555",2021-06-25 17:56:33,132,"186-105",22,56.75837,-154.66741,56.74392,-154.66689,28,35,9.2,9.1
"556",2021-06-26 07:05:14,133,"175-97",22,56.37846,-155.52154,56.39106,-155.52779,56,63,6.2,6.6
"557",2021-06-26 08:45:30,134,"175-94",22,56.2651,-155.5433,56.2782,-155.53482,51,58,7,6.3
"558",2021-06-26 11:38:45,135,"169-94",220,56.24481,-156.04526,56.24479,-156.02126,219,225,8.4,5.1
"559",2021-06-26 15:38:19,136,"173-86",22,55.91396,-155.73941,55.90128,-155.74943,39,45,7.7,7.6
"560",2021-06-26 17:27:53,137,"171-85",22,55.87597,-155.9017,55.86398,-155.91243,70,77,8.4,6.3
"561",2021-06-27 07:13:42,138,"172-78",122,55.58571,-155.76907,55.57637,-155.75244,182,187,9.2,5.4
"562",2021-06-27 10:47:48,139,"174-77",122,55.54304,-155.66993,55.54164,-155.65392,174,180,9.1,5.3
"563",2021-06-27 15:47:08,140,"182-88",122,55.99052,-154.94075,55.97997,-154.95535,141,147,9.2,5.3
"564",2021-06-27 19:23:50,141,"185-93",22,56.21054,-154.74182,56.2213,-154.75487,58,65,9.1,6.1
"565",2021-06-28 07:32:08,142,"187-87",420,55.97653,-154.58199,55.97625,-154.60574,503,509,9.1,4
"566",2021-06-28 09:56:01,143,"186-88",320,55.98966,-154.59725,55.98938,-154.62115,429,435,9.3,4
"567",2021-06-28 12:42:04,144,"190-89",122,56.02532,-154.2883,56.03514,-154.27153,128,134,8.8,5.5
"568",2021-06-28 14:50:13,145,"191-86",221,55.93731,-154.17872,55.92987,-154.19395,214,220,9.1,4.9
"569",2021-06-28 17:02:46,146,"193-86",320,55.92398,-154.05621,55.92259,-154.08051,473,479,9.2,3.9
"570",2021-06-28 19:47:46,147,"196-86",231,55.92351,-153.80939,55.91877,-153.78783,240,247,10.2,5.5
"571",2021-06-29 07:09:29,148,"194-89",134,56.05483,-153.97786,56.06333,-153.99586,125,132,9.4,5.4
"572",2021-06-29 09:58:48,149,"196-92",134,56.19062,-153.80448,56.19268,-153.82808,178,184,9.5,5.3
"573",2021-06-29 14:50:53,150,"205-99",31,56.49129,-153.07259,56.4909,-153.09891,65,72,9.4,6.8
"574",2021-06-29 16:50:02,151,"202-101",31,56.55447,-153.30664,56.56099,-153.28619,88,95,9.6,5.5
"575",2021-06-29 18:46:12,152,"205-103",130,56.64505,-153.08996,56.65326,-153.07082,149,155,9.4,4.6
"576",2021-06-30 07:11:26,153,"219-111",31,57.03295,-151.92016,57.02898,-151.89595,81,88,8.6,6.4
"577",2021-06-30 09:29:13,154,"223-112",134,57.0594,-151.58682,57.04832,-151.57154,121,127,8.9,5.5
"578",2021-06-30 11:17:15,155,"224-114",134,57.1427,-151.48387,57.13703,-151.50535,117,123,8.6,5.7
"579",2021-06-30 13:07:27,156,"225-115",134,57.18521,-151.43342,57.19465,-151.41701,102,108,8.8,5.7
"580",2021-06-30 15:39:50,157,"229-117",134,57.27047,-151.06133,57.2802,-151.04662,95,102,9,5.7
"581",2021-06-30 16:56:42,158,"230-118",134,57.33383,-150.98511,57.32053,-150.98621,92,99,9.4,5.8
"582",2021-07-01 07:28:21,159,"238-119",330,57.37926,-150.38363,57.38186,-150.35863,449,455,10,4
"583",2021-07-01 10:41:13,160,"240-121",330,57.48736,-150.1563,57.49682,-150.13734,477,482,10.1,4.2
"584",2021-07-01 13:04:05,161,"240-124",231,57.59971,-150.17011,57.6131,-150.16408,275,281,10.3,5.5
"585",2021-07-01 16:01:14,162,"239-128",130,57.77644,-150.24253,57.78535,-150.24773,118,124,9.4,5.4
"586",2021-07-01 17:43:34,163,"239-129",130,57.84824,-150.27293,57.86021,-150.28537,155,161,9.7,5.3
"587",2021-07-03 07:14:11,164,"239-132",130,57.97176,-150.28741,57.98524,-150.28916,180,186,8.9,5.5
"588",2021-07-03 10:19:40,165,"233-133",130,58.02886,-150.77597,58.03546,-150.75233,141,147,9.4,5.4
"589",2017-06-17 08:37:04,83,"149-82",120,55.71047,-157.67743,55.71447,-157.67694,NA,NA,NA,NA
"590",2017-06-17 10:22:01,84,"149-82",120,55.72919,-157.67587,55.7418,-157.67383,128,134,9.8,4.5
"591",2017-06-17 12:35:42,85,"151-87",21,55.9389,-157.54396,55.9477,-157.56097,77,84,9.1,4.3
"592",2017-06-17 17:17:52,86,"155-94",120,56.28464,-157.2193,56.28006,-157.19743,145,151,9.1,4.6
"593",2017-06-17 19:27:54,87,"160-96",121,56.32892,-156.79783,56.3421,-156.79523,116,122,9.4,6.1
"594",2017-06-18 07:03:51,88,"148-103",20,56.65569,-157.75332,56.64303,-157.76137,37,44,9.3,7
"595",2017-06-18 09:21:27,89,"151-101",20,56.5928,-157.56155,56.58843,-157.53768,39,46,7.9,7.7
"596",2017-06-18 12:10:47,90,"152-104",20,56.68847,-157.43116,56.68998,-157.45661,59,65,9.3,7.3
"597",2017-06-18 14:24:18,91,"151-104",20,56.69173,-157.49319,56.70446,-157.50465,26,33,9.7,7.6
"598",2017-06-18 17:19:10,92,"154-105",20,56.75227,-157.24017,56.75329,-157.26399,40,47,9.3,7.7
"599",2017-06-19 07:31:45,93,"158-98",120,56.41548,-156.91179,56.428,-156.91876,115,121,8.8,5.6
"600",2017-06-19 10:32:31,94,"162-100",121,56.53913,-156.59489,56.55185,-156.59012,174,180,9.4,5.1
"601",2017-06-19 12:28:29,95,"163-102",121,56.61797,-156.5168,56.60695,-156.52931,182,188,9.4,5
"602",2017-06-19 16:37:46,96,"160-103",121,56.67511,-156.76411,56.6885,-156.76507,137,143,10.6,4.9
"603",2017-06-19 18:41:12,97,"164-103",121,56.64864,-156.48898,56.63597,-156.49416,190,196,10.1,5
"604",2017-06-20 07:13:52,98,"166-103",121,56.66482,-156.32529,56.67737,-156.32204,189,195,9.2,5.4
"605",2017-06-20 09:48:51,99,"167-105",121,56.72778,-156.24833,56.73963,-156.23981,189,195,9.5,5.3
"606",2017-06-20 12:28:23,100,"167-110",121,56.96269,-156.22149,56.97571,-156.21971,166,172,10.2,5.3
"607",2017-06-20 15:17:06,101,"173-110",220,56.97903,-155.7251,56.96879,-155.70941,283,288,9.5,5.8
"608",2017-06-20 17:54:05,102,"175-108",220,56.89637,-155.53543,56.88517,-155.52279,267,272,9.2,5.6
"609",2017-06-22 07:06:26,103,"196-113",22,57.12003,-153.8192,57.1301,-153.80327,108,115,9.7,2.1
"610",2017-06-22 10:37:06,104,"192-106",22,56.81078,-154.15431,56.80125,-154.17429,35,41,9.3,6.9
"611",2017-06-22 12:30:47,105,"189-104",22,56.70237,-154.38436,56.69734,-154.36027,22,29,9.8,9.6
"612",2017-06-22 18:09:28,106,"204-108",31,56.89466,-153.12666,56.88577,-153.14435,72,79,10.3,6.1
"613",2017-06-23 07:06:39,107,"193-98",22,56.45941,-154.09435,56.4593,-154.06908,42,49,9.2,8.2
"614",2017-06-23 09:39:36,108,"192-99",22,56.46415,-154.14689,56.46464,-154.12122,34,41,9.1,8.7
"615",2017-06-23 16:32:12,109,"180-99",22,56.46586,-155.1665,56.47921,-155.16609,28,36,9.3,9.2
"616",2017-06-23 18:03:13,110,"177-99",22,56.47052,-155.37923,56.48176,-155.36812,46,53,8.7,8.4
"617",2017-06-24 07:09:17,111,"187-105",22,56.74012,-154.52144,56.75053,-154.53989,23,30,9.9,9.1
"618",2017-06-24 14:12:14,112,"186-106",22,56.80747,-154.60512,56.79398,-154.60216,46,53,9.6,8.6
"619",2017-06-24 16:53:01,113,"182-108",22,56.8935,-154.9925,56.88213,-154.97983,69,75,9.5,6.2
"620",2017-06-24 18:56:46,114,"179-111",220,57.01689,-155.19976,57.00776,-155.18256,230,236,10.5,5.5
"621",2017-06-25 07:14:27,115,"169-120",20,57.41159,-156.07158,57.41589,-156.04728,24,32,9.7,8.3
"622",2017-06-25 10:39:50,116,"176-121",220,57.47001,-155.44468,57.48214,-155.43553,281,287,10.4,5.6
"623",2017-06-25 15:03:32,117,"180-117",220,57.29712,-155.13455,57.31047,-155.12712,232,238,10.3,5.7
"624",2017-06-25 17:08:59,118,"183-120",121,57.43101,-154.84765,57.41842,-154.85668,172,178,10.6,5
"625",2017-06-26 07:06:35,119,"184-120",121,57.44187,-154.81908,57.42941,-154.8287,154,161,10.4,5.1
"626",2017-06-26 10:20:55,120,"189-125",121,57.67552,-154.37967,57.66706,-154.39843,169,175,9.9,5.4
"627",2017-06-26 12:31:58,121,"188-128",232,57.81347,-154.4279,57.8043,-154.44516,205,211,10.9,5.3
"628",2017-06-26 14:33:51,122,"191-128",232,57.77748,-154.24018,57.78604,-154.22174,209,216,10.9,5.4
"629",2017-06-26 16:43:05,123,"193-128",35,57.8029,-154.02409,57.80116,-154.04863,65,71,10.5,5.9
"630",2017-06-26 19:08:21,124,"193-127",35,57.73817,-154.04481,57.74957,-154.05552,246,252,10.3,5.4
"631",2017-06-27 07:19:43,125,"194-126",35,57.71073,-154.01505,57.7024,-153.99572,243,250,10.3,5.4
"632",2017-06-27 10:11:21,126,"193-132",232,58.00141,-154.07713,57.99126,-154.09298,197,203,10.9,5.4
"633",2017-06-27 13:32:15,127,"197-130",35,57.90271,-153.76315,57.91011,-153.74046,42,50,10.6,7.2
"634",2017-06-27 16:34:36,128,"202-131",35,57.9366,-153.30543,57.92796,-153.28627,151,158,10.9,5.4
"635",2017-06-28 07:06:32,129,"196-138",132,58.25569,-153.78489,58.26827,-153.77832,191,197,10.7,5.4
"636",2017-06-12 21:08:13,130,"196-138",121,58.27154,-153.78504,58.27154,-153.78504,NA,NA,NA,NA
"637",2017-07-31 12:10:09,249,"373-141",143,58.40934,-139.20513,58.39852,-139.18976,129,136,NA,6.7
"638",2017-07-31 14:35:50,250,"377-138",40,58.27134,-138.85919,58.26719,-138.83316,145,151,15.1,6.7
"639",2017-07-31 17:33:49,251,"383-136",143,58.14316,-138.31773,58.14288,-138.34327,157,163,14.7,6.5
"640",2017-08-01 07:11:28,252,"381-134",241,58.05909,-138.51446,58.05178,-138.49535,222,227,15.1,5.7
"641",2017-08-01 11:39:00,253,"393-136",143,58.16526,-137.55448,58.17861,-137.55388,146,152,14.6,6.6
"642",2017-08-01 14:57:32,254,"397-131",340,57.9531,-137.18357,57.94028,-137.19595,330,336,15,4.8
"643",2017-08-01 17:33:52,255,"397-133",143,58.00626,-137.19877,58.01048,-137.19437,173,179,14.9,6.6
"644",2017-08-02 06:59:33,256,"397-139",143,58.31535,-137.21503,58.32289,-137.23621,173,178,14.9,6.5
"645",2017-08-02 09:29:11,257,"401-136",150,58.16789,-136.88541,58.17955,-136.89676,181,186,14.4,6.2
"646",2017-08-02 15:48:20,258,"402-135",250,58.10316,-136.82044,58.09434,-136.80188,232,237,14.9,5.7
"647",2017-08-03 08:46:42,259,"412-117",50,57.27808,-135.96905,57.29109,-135.96967,91,97,15.1,7.6
"648",2017-08-03 11:07:38,260,"408-117",351,57.26539,-136.29366,57.27988,-136.30216,320,325,15.4,4.8
"649",2017-08-03 14:19:39,261,"413-114",50,57.14055,-135.91095,57.15468,-135.91022,82,88,15.2,7.9
"650",2017-08-04 07:05:18,262,"415-100",150,56.52495,-135.67916,56.51318,-135.66597,200,205,14.3,6.2
"651",2017-08-04 09:29:48,263,"420-98",150,56.44017,-135.25307,56.44952,-135.27125,123,128,13.5,6.7
"652",2017-08-04 11:57:14,264,"423-95",150,56.32953,-135.01532,56.31478,-135.01114,129,134,12.3,6.4
"653",2017-08-04 14:24:24,265,"424-91",250,56.13923,-135.00011,56.13912,-134.97931,271,276,12,5.4
"654",2017-08-04 17:52:17,266,"430-89",350,56.04692,-134.48356,56.0422,-134.50795,462,467,10.9,4.6
"655",2017-08-05 07:03:36,267,"447-57",151,54.68521,-133.0797,54.68596,-133.05482,168,173,13.2,6.1
"656",2017-08-05 10:54:42,268,"448-58",151,54.7066,-132.94529,54.69204,-132.94881,165,170,13.4,6.3
"657",2019-05-24 11:14:52,1,"2-10",111,52.73147,-169.85181,52.72648,-169.83266,190,195,6.5,4.7
"658",2019-05-24 17:34:25,2,"1-8",210,52.6589,-169.92472,52.64842,-169.91035,240,246,6.8,4.4
"659",2019-05-25 07:47:41,3,"7-8",210,52.66058,-169.4305,52.64757,-169.42961,241,247,7.3,4.8
"660",2019-05-25 09:50:13,4,"9-8",111,52.62351,-169.28829,52.62221,-169.26639,129,135,6.9,5.7
"661",2019-05-25 15:55:20,5,"20-18",10,53.04653,-168.33947,53.03356,-168.33153,79,85,7.2,6
"662",2019-05-25 18:22:34,6,"26-18",111,53.06393,-167.87286,53.05876,-167.89315,110,117,7.2,5.7
"663",2019-05-26 07:41:03,7,"35-26",10,53.39156,-167.1225,53.38391,-167.14089,59,66,7.1,6.6
"664",2019-05-26 11:24:18,8,"44-25",210,53.32586,-166.41335,53.33198,-166.39323,231,237,7.1,5.3
"665",2019-05-26 13:54:01,9,"43-23",310,53.24756,-166.44327,53.25419,-166.42423,383,389,7.1,4
"666",2019-05-26 16:36:55,10,"44-22",410,53.22654,-166.32512,53.22618,-166.34844,579,584,7.3,3.9
"667",2019-05-27 07:46:58,11,"49-28",210,53.44379,-165.9617,53.44926,-165.94147,239,245,7,5.4
"668",2019-05-27 11:36:05,12,"57-35",111,53.72903,-165.31147,53.73117,-165.28921,166,172,7.5,5.9
"669",2019-05-27 14:28:15,13,"63-34",210,53.70516,-164.8296,53.70177,-164.80687,223,229,7.8,5.9
"670",2019-05-27 16:27:33,14,"60-37",111,53.81544,-165.03242,53.80917,-165.01149,117,123,7.6,5.8
"671",2019-05-27 18:23:29,15,"58-40",10,53.96435,-165.19287,53.95153,-165.18722,92,98,7.2,6.1
"672",2019-05-28 07:44:43,16,"55-47",10,54.2243,-165.45176,54.22601,-165.47423,57,63,6,5.6
"673",2019-05-30 07:25:41,17,"80-58",11,54.68751,-163.3824,54.69957,-163.37544,39,46,7.6,7.1
"674",2019-05-30 09:52:58,18,"80-55",11,54.56314,-163.36585,54.56661,-163.38835,102,108,7.1,5.8
"675",2019-05-30 12:06:43,19,"75-53",11,54.50063,-163.80703,54.50478,-163.78546,91,97,7.1,5.9
"676",2019-05-30 14:25:01,20,"74-52",11,54.46005,-163.86657,54.4622,-163.88885,77,84,7,5.7
"677",2019-05-30 16:21:40,21,"71-52",11,54.45905,-164.1092,54.46458,-164.12937,101,107,7.2,5.8
"678",2019-05-30 18:04:14,22,"69-51",11,54.4157,-164.2563,54.41925,-164.27914,82,88,7.2,5.9
"679",2019-05-31 07:16:11,23,"71-49",11,54.32027,-164.1245,54.32707,-164.14345,90,96,7.6,5.6
"680",2019-05-31 09:06:00,24,"74-48",11,54.28849,-163.9226,54.28935,-163.90023,103,109,7.6,5.7
"681",2019-05-31 10:47:26,25,"76-48",11,54.29016,-163.7168,54.29417,-163.69536,104,110,7.7,5.7
"682",2019-05-31 12:16:55,26,"77-49",11,54.31349,-163.64109,54.32075,-163.62216,105,111,7.3,5.7
"683",2019-05-31 14:14:32,27,"80-49",11,54.33517,-163.39441,54.32173,-163.39661,80,86,7.5,5.9
"684",2019-05-31 17:09:55,28,"86-53",11,54.51023,-162.88768,54.51026,-162.91149,53,60,7.6,6.2
"685",2021-07-03 13:11:11,166,"235-128",31,57.80086,-150.56428,57.81379,-150.55423,85,91,9,6
"686",2021-07-03 16:18:39,167,"231-127",31,57.76324,-150.9474,57.749,-150.94935,72,78,9.1,6.5
"687",2021-07-03 18:57:37,168,"228-131",31,57.934,-151.15553,57.9204,-151.14902,76,83,9.2,6.3
"688",2021-07-04 07:10:19,169,"217-132",130,57.98205,-152.11322,57.98079,-152.08804,171,177,8.5,5.7
"689",2021-07-04 09:19:57,170,"219-135",30,58.10124,-151.86488,58.09572,-151.88842,79,86,8.5,6.6
"690",2021-07-04 12:54:11,171,"227-137",130,58.20039,-151.24111,58.21269,-151.25117,131,137,10,5.7
"691",2021-07-04 14:59:51,172,"226-138",130,58.23566,-151.31537,58.23907,-151.34005,148,154,8,5.7
"692",2021-07-04 17:03:42,173,"227-139",30,58.30972,-151.22719,58.30995,-151.20152,79,86,9.4,6
"693",2021-07-05 07:07:27,174,"238-150",131,58.84062,-150.35647,58.84251,-150.38247,152,158,10.8,5.6
"694",2021-07-05 08:59:54,175,"235-149",131,58.7609,-150.56673,58.77427,-150.56067,177,183,10.6,5.6
"695",2021-07-05 11:44:11,176,"232-147",230,58.65635,-150.82729,58.65389,-150.80566,198,204,10.8,5.6
"696",2021-07-05 13:53:23,177,"234-145",131,58.56673,-150.71057,58.56547,-150.68495,160,166,9.9,5.5
"697",2021-07-05 16:01:14,178,"236-142",31,58.42105,-150.48084,58.43224,-150.49676,73,80,10,7.4
"698",2021-07-05 18:26:00,179,"239-145",131,58.60395,-150.29363,58.59619,-150.27254,135,141,10,5.5
"699",2021-07-06 07:01:45,180,"245-137",31,58.22905,-149.80408,58.22486,-149.77759,60,66,9,7.6
"700",2021-07-06 09:32:44,181,"247-141",131,58.39832,-149.62415,58.39098,-149.60269,157,163,10.4,5.5
"701",2021-07-06 11:57:01,182,"243-143",131,58.49746,-149.91472,58.48845,-149.89528,128,134,10.3,5.5
"702",2021-07-06 14:29:11,183,"243-147",131,58.68692,-149.9296,58.68801,-149.90393,148,153,11,5.6
"703",2021-07-06 16:57:48,184,"245-146",131,58.61333,-149.76826,58.61478,-149.7937,123,129,10.2,5.5
"704",2021-07-07 07:11:20,185,"249-150",230,58.81753,-149.44081,58.81731,-149.46604,198,204,11.8,5.4
"705",2021-07-07 09:27:35,186,"248-146",131,58.61766,-149.55572,58.61769,-149.53057,110,116,10.7,5.5
"706",2021-07-07 11:39:48,187,"252-143",131,58.50767,-149.20009,58.49594,-149.18891,116,122,10.4,5.7
"707",2021-07-07 14:03:01,188,"254-147",131,58.67671,-149.01439,58.66463,-149.02675,147,152,11.2,5.5
"708",2021-07-07 16:44:29,189,"256-150",230,58.81048,-148.84677,58.81996,-148.86477,251,256,11.3,4.9
"709",2021-07-08 07:09:14,190,"247-157",133,59.13972,-149.56268,59.15006,-149.57937,176,182,11.5,5.8
"710",2021-07-08 09:59:47,191,"253-158",133,59.20098,-149.11132,59.19621,-149.13518,181,187,11.3,5.8
"711",2021-07-08 14:02:39,192,"259-157",133,59.15227,-148.58996,59.14913,-148.61524,151,157,11.3,5.5
"712",2021-07-08 16:54:34,193,"261-159",133,59.24965,-148.48913,59.24876,-148.46644,99,105,11.9,5.8
"713",2021-07-08 18:19:16,194,"259-159",133,59.2467,-148.57994,59.23885,-148.559,106,112,11.3,5.7
"714",2021-07-09 07:29:05,195,"268-154",430,59.00094,-147.8353,58.99692,-147.86004,518,523,12,4.2
"715",2021-07-09 10:04:58,196,"268-157",230,59.15264,-147.88023,59.14371,-147.86161,196,202,11.6,5
"716",2021-07-09 14:21:33,197,"272-160",134,59.31763,-147.53943,59.3067,-147.52436,122,128,12,5.6
"717",2021-07-09 17:12:10,198,"273-161",133,59.34722,-147.48781,59.35633,-147.48361,109,115,11.3,5.5
"718",2021-07-10 07:22:08,199,"292-163",341,59.46072,-145.8872,59.46868,-145.86562,325,331,12.1,4.9
"719",2021-07-10 10:21:00,200,"289-161",241,59.3565,-146.16971,59.35766,-146.14424,201,207,12.1,5.7
